=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.11.21 17:05:17 =~=~=~=~=~=~=~=~=~=~=~=,,,
X,Y,Z,M
-0.59,-0.49,-0.69,1.03
-0.88,0,-0.49,1.01
-0.78,-0.49,-0.59,1.1
-0.88,-0.29,-0.39,1.01
-0.49,-0.29,0,0.57
-0.39,-0.29,-0.78,0.92
-1.08,-0.2,0,1.1
-0.69,-0.69,-0.29,1.01
-0.78,-0.49,-0.59,1.1
-0.88,-0.59,-0.59,1.21
-0.69,-0.59,-0.49,1.03
-0.78,-0.29,-0.69,1.08
-0.69,-0.29,-0.39,0.84
-0.69,-0.29,-0.39,0.84
-0.59,-0.78,-0.29,1.02
-0.78,-0.49,-0.69,1.15
-0.69,-0.59,0,0.9
-0.88,-0.29,0,0.93
-0.69,-0.39,-0.59,0.98
-0.78,-0.39,-0.39,0.96
-0.78,-0.59,-0.39,1.06
-0.59,-0.59,-0.29,0.88
-0.88,-0.69,-0.69,1.31
-0.49,-0.59,-0.29,0.82
-0.88,-0.59,-0.78,1.32
-0.69,-0.59,-0.2,0.92
-0.88,-0.59,-0.29,1.1
-0.88,-0.59,-0.49,1.17
-0.69,-0.39,-0.59,0.98
-0.59,-0.59,-0.39,0.92
-0.39,-0.78,-0.39,0.96
-0.78,-0.59,-0.39,1.06
-0.78,-0.1,-0.59,0.98
-0.88,-0.59,-0.39,1.13
-0.88,-0.39,-0.29,1.01
-0.69,-0.59,0,0.9
-0.59,-0.49,0,0.77
-0.69,-0.39,-0.59,0.98
-0.78,-0.49,0,0.92
-0.78,-0.49,-0.49,1.05
-0.69,-0.39,-0.49,0.93
-0.69,-0.49,-0.59,1.03
-0.39,-0.39,-0.49,0.74
-0.59,-0.29,0,0.66
-0.59,-0.49,-0.59,0.96
-0.39,-0.39,-0.39,0.68
-0.69,-0.49,-0.39,0.93
-0.59,-0.29,0,0.66
-0.78,-0.69,-0.29,1.08
-0.49,-0.49,-0.39,0.8
-0.69,-0.39,-0.59,0.98
-0.98,-0.39,-0.39,1.13
-0.59,-0.49,-0.59,0.96
-0.88,-0.49,-0.78,1.28
-0.59,-0.49,-0.39,0.86
-0.29,-0.49,-0.29,0.64
-0.69,-0.59,-0.78,1.2
-0.39,-0.49,-0.39,0.74
-0.39,-0.49,-0.49,0.8
-0.49,-0.49,-0.49,0.85
-0.88,-0.69,-0.78,1.36
-0.49,-0.49,-0.39,0.8
-0.59,-0.59,-0.39,0.92
-0.39,-0.59,-0.39,0.81
-0.49,-0.59,-0.39,0.86
-0.49,-0.69,-0.59,1.03
-0.49,-0.49,-0.39,0.8
-0.49,-0.49,-0.49,0.85
-0.39,-0.69,-0.39,0.88
-0.39,-0.49,-0.49,0.8
-0.39,-0.59,-0.29,0.77
-0.59,-0.49,0,0.77
-0.29,-0.29,-0.49,0.64
-0.29,-0.69,-0.59,0.95
-0.39,-0.59,-0.69,0.98
-0.49,-0.39,-0.29,0.69
-0.49,-0.49,-0.49,0.85
-0.49,-0.49,-0.78,1.05
-0.29,-0.69,-0.59,0.95
-0.29,-0.78,0,0.84
-0.29,-0.69,-0.39,0.84
-0.2,-0.39,-0.29,0.53
-0.29,-0.49,-0.39,0.69
-0.2,-0.49,-0.29,0.6
-0.29,-0.49,-0.49,0.75
0,-0.39,-0.2,0.44
-0.2,-0.39,0,0.44
-0.2,-0.49,-0.39,0.66
-0.2,-0.39,-0.49,0.66
-0.39,-0.59,-0.39,0.81
-0.2,-0.29,-0.59,0.69
-0.29,-0.29,-0.29,0.51
-0.2,-0.39,-0.59,0.73
0,-0.59,-0.39,0.71
-0.39,-0.49,-0.78,1
0,-0.59,-0.49,0.77
0,-0.59,-0.78,0.98
0,-0.39,-0.59,0.71
0,-0.59,-0.49,0.77
0,-0.49,-0.69,0.84
0,-0.49,-0.39,0.63
0,-0.39,-0.88,0.96
0.1,-0.49,-0.49,0.7
0.1,-0.2,-0.29,0.37
0.1,-0.29,-0.78,0.84
0,-0.59,-0.88,1.06
0.2,-0.59,-0.49,0.79
0,-0.49,-0.59,0.77
0.1,-0.39,-0.39,0.56
0.1,-0.49,-0.49,0.7
0.2,-0.39,-0.78,0.9
0.2,-0.39,-0.39,0.59
0,-0.49,-0.88,1.01
0.1,-0.49,-0.39,0.63
0.29,-0.39,-0.59,0.77
0.39,-0.59,-0.39,0.81
0.29,-0.39,-0.59,0.77
0,-0.49,-0.39,0.63
0.39,-0.39,-0.69,0.88
0.2,-0.49,-0.69,0.87
0.2,-0.29,-0.49,0.6
0.49,-0.39,0,0.63
0.59,-0.39,-0.49,0.86
0.29,-0.2,-0.49,0.6
0.49,0,-0.39,0.63
0.69,-0.39,-0.49,0.93
0.39,-0.39,-0.59,0.81
0.59,-0.39,-0.69,0.98
0.59,-0.29,-0.78,1.02
0.49,-0.39,-0.39,0.74
0.59,-0.29,-0.59,0.88
0.49,-0.49,-0.59,0.91
0.59,-0.59,-0.59,1.02
0.59,-0.39,-0.78,1.06
0.59,-0.39,-0.98,1.21
0.78,-0.78,-0.49,1.21
0.98,-0.49,-0.69,1.29
0.88,-0.49,-0.78,1.28
0.98,0,-0.98,1.39
0.98,-0.49,-0.49,1.2
0.98,-0.49,-0.29,1.13
1.18,-0.49,0,1.27
0.78,-0.29,-0.39,0.92
1.08,0,-0.49,1.18
1.08,-0.39,-0.88,1.45
0.98,-0.2,-0.59,1.16
1.27,-0.2,-0.29,1.32
0.98,0,0,0.98
1.08,0,-0.69,1.28
1.18,-0.39,-0.69,1.42
1.37,-0.29,-0.49,1.49
1.37,-0.49,-0.78,1.65
1.57,-0.29,-0.78,1.78
1.47,-0.39,-0.49,1.6
1.47,-0.29,-0.88,1.74
1.57,-0.29,-0.78,1.78
1.37,-0.29,-0.88,1.66
1.57,-0.39,-0.59,1.72
1.67,-0.49,-0.49,1.8
1.27,-0.29,-0.98,1.63
1.57,-0.2,-0.39,1.63
1.76,-0.29,0,1.79
1.47,-0.39,-0.69,1.67
1.86,-0.59,-0.29,1.97
1.57,0.1,-0.69,1.71
1.76,-0.39,-0.39,1.85
1.67,-0.59,-0.69,1.89
1.96,-0.29,-0.69,2.1
2.55,-0.39,0,2.58
2.84,0.88,-1.57,3.36
1.76,-1.76,0,2.49
1.27,-0.29,-0.39,1.36
1.96,0,-1.67,2.57
-2.25,4.7,200.54,200.61
-11.17,-41.34,48.3,64.55
36.15,58.39,-46.24,82.79
-29.68,-34.88,-43.6,63.23
24.2,2.06,-15.67,28.9
6.86,-11.17,-1.18,13.16
-6.76,0.78,2.65,7.3
13.13,-15.67,14.99,25.35
-9.01,-3.82,-5.88,11.42
-7.15,3.43,-6.86,10.48
3.13,0.98,2.06,3.88
1.76,1.76,0,2.49
0.1,3.13,-3.13,4.43
7.54,1.37,-4.31,8.8
-6.07,-0.78,-1.96,6.43
3.04,2.16,-0.49,3.76
-1.67,-0.49,0,1.74
2.35,-0.69,0.1,2.45
0.88,-1.47,-0.59,1.81
0,-0.49,0.88,1.01
0,0,1.08,1.08
0,0.59,0.29,0.66
-1.57,5.39,9.31,10.87
-1.76,0.29,-3.13,3.61
0.49,-2.16,-2.35,3.23
0.59,-2.94,-1.27,3.26
0.39,-2.74,-0.88,2.91
-2.16,-1.76,-2.16,3.52
3.43,-2.35,0.69,4.21
0.29,-2.45,-10.87,11.15
3.53,0,-1.96,4.03
-6.47,-8.13,-4.8,11.44
-3.82,-1.96,2.55,4.99
9.4,1.86,0.1,9.59
-3.92,-0.59,-0.59,4.01
3.33,-0.78,0.1,3.42
1.47,-1.67,-0.39,2.26
0,0,3.04,3.04
2.74,-0.88,1.86,3.43
1.57,0.2,0,1.58
0.49,-0.98,-1.18,1.61
0.78,-0.49,-0.29,0.97
-2.35,-0.69,0,2.45
1.27,-0.39,0,1.33
-1.08,0.1,0,1.08
1.37,-0.98,-1.18,2.05
0,-1.27,-0.29,1.31
-0.29,0.1,-0.29,0.43
17.24,3.72,35.27,39.43
-0.49,-31.35,13.91,34.3
-2.35,-7.54,-10.29,12.97
-17.44,12.54,-14.3,25.81
-7.35,0,3.33,8.07
-1.47,0.98,-0.49,1.83
2.35,3.62,-4.9,6.53
-1.08,-2.94,-1.76,3.59
0.98,-1.08,1.37,2
0.2,-0.29,-1.37,1.42
0.29,-1.18,-3.82,4.01
-0.29,0.2,-1.47,1.51
1.37,-0.49,8.82,8.94
-0.59,-4.8,7.84,9.21
0.88,1.47,5.98,6.22
-0.49,-4.6,-1.47,4.86
0,2.16,0.39,2.19
-1.67,-1.86,0.39,2.53
-1.08,-0.39,2.94,3.15
0.69,0,-1.18,1.36
-0.39,0.49,-0.29,0.69
0.39,-0.78,0.69,1.11
-0.29,-0.78,1.96,2.13
0,0,-0.39,0.39
0.39,0,0.39,0.55
0.78,-1.27,0.1,1.5
0,-0.78,0.88,1.18
0.1,-0.59,1.18,1.32
0.1,-0.2,0.78,0.81
0,-0.29,0.49,0.57
0.1,-0.29,0.2,0.37
0.39,-0.39,0.69,0.88
0,-0.2,0.39,0.44
-0.2,-0.49,0.69,0.87
0.1,-0.78,1.37,1.58
0,-0.29,0.98,1.02
0.1,-0.1,0.39,0.42
0.1,-0.39,0.39,0.56
0.1,-0.69,0.78,1.05
0,-0.59,1.18,1.31
0,-0.2,0.39,0.44
0.1,-0.2,0.49,0.54
0.1,-0.29,0.29,0.43
0.1,-0.39,0.49,0.63
0.1,-0.39,0.49,0.63
0,-0.49,0.78,0.92
0.1,-0.49,0.49,0.7
0,-0.69,0.69,0.97
0,-0.2,0.2,0.28
0.39,-0.39,0.39,0.68
0,-0.49,0.59,0.77
0.2,-0.78,0.88,1.2
0.1,-0.2,0.49,0.54
0,-0.29,0.69,0.75
0.1,-0.69,0.69,0.97
0.29,0,0.59,0.66
0,-0.49,0.39,0.63
0.29,-0.49,0.39,0.69
0,-0.59,0.39,0.71
0.2,-0.29,0.69,0.77
0.1,-0.1,0.88,0.89
0.2,-0.69,0.78,1.06
0,-0.69,0.59,0.9
0.2,-0.78,0.78,1.13
0.1,-0.59,0.98,1.15
0,-0.49,0.88,1.01
0.29,-0.29,0.39,0.57
0,-0.49,0.2,0.53
0.1,-0.39,0.59,0.71
0,-0.39,0.69,0.79
0.2,-0.59,0.59,0.85
0,-0.49,0.49,0.69
0,-0.49,0.39,0.63
0.2,0,0.69,0.71
0.29,-0.49,0.59,0.82
0.1,-0.49,0.69,0.85
0.1,-0.59,0.78,0.98
0.1,-0.39,0.59,0.71
0,-0.39,0.69,0.79
0.2,-0.59,0.49,0.79
0,-0.59,0.29,0.66
0.2,-0.49,0.59,0.79
0.1,-0.49,0.39,0.63
0,0,0.49,0.49
0,-0.2,0.78,0.81
0.29,-0.49,0.69,0.89
0.1,-0.88,0.59,1.06
0,-0.59,0.59,0.83
0,-0.69,0.39,0.79
0.2,-0.29,0.78,0.86
0,-0.39,0.59,0.71
0,-0.49,0.49,0.69
0,-0.39,0.78,0.88
0.2,-0.29,0.69,0.77
0,-0.29,0.59,0.66
0.1,-0.39,0.59,0.71
0,-0.39,0.69,0.79
0.2,-0.69,0.69,0.99
0,0,0.29,0.29
0.1,0,0.78,0.79
0,-0.29,0.69,0.75
0,0,0.88,0.88
0.2,0,0.59,0.62
0,-0.2,0.78,0.81
0.1,0,0.59,0.6
0.1,-0.39,0.59,0.71
0.29,-0.29,0.78,0.89
0.2,0,0.69,0.71
0.29,-0.39,0.78,0.92
0.29,-0.2,0.78,0.86
0.2,0,0.59,0.62
0.1,-0.39,0.98,1.06
0.2,-0.29,0.98,1.04
0.39,-0.59,1.27,1.46
0.29,-0.49,1.08,1.22
0.29,-1.47,0.88,1.74
0,-0.2,2.06,2.07
0,-1.08,1.57,1.9
0.39,-0.49,1.27,1.42
0,-0.59,1.67,1.77
0,-0.78,1.86,2.02
0,0.78,2.35,2.48
0,-1.18,1.57,1.96
0.29,-0.98,2.06,2.3
0,-0.69,2.16,2.26
0.29,-1.08,2.25,2.51
0.2,-0.49,1.96,2.03
0.49,-0.88,2.35,2.56
0.2,-0.78,1.57,1.76
0.29,-0.49,2.06,2.14
0.2,-0.69,1.96,2.09
0.29,-0.78,2.06,2.22
0,-0.88,3.62,3.73
-0.39,-0.98,0.59,1.21
0,-1.27,1.47,1.94
1.47,-0.59,2.06,2.6
0,-0.29,1.18,1.21
0.2,-0.98,0.78,1.27
0,0,2.25,2.25
-0.2,-1.47,0.88,1.72
0.88,-0.69,2.35,2.6
0,-0.59,0.29,0.66
0.49,0,2.65,2.69
0,-0.2,-0.29,0.35
0,-0.29,2.35,2.37
0.2,-0.59,1.18,1.33
0,-0.39,1.86,1.9
0,0.39,0.98,1.06
0.78,-0.98,1.76,2.16
0,0,1.47,1.47
0.1,-0.98,1.57,1.85
0.49,-0.98,1.37,1.76
0.2,0,1.76,1.77
0,-0.29,1.08,1.12
0.39,-0.59,1.08,1.29
0.1,-0.39,1.57,1.62
0,0,0.39,0.39
0.29,-0.78,1.27,1.52
0.49,-0.39,1.86,1.96
0.39,-0.49,2.06,2.15
0.39,-0.39,1.76,1.85
0.2,-0.2,1.67,1.69
0.39,-0.98,1.37,1.73
0.59,-0.39,2.06,2.18
0.49,0,1.18,1.27
0.29,-0.39,1.47,1.55
0.1,-0.29,1.08,1.12
-0.39,-1.57,1.18,2
0.1,-1.18,0.1,1.18
0.29,-0.49,3.13,3.19
0.39,-0.39,0.2,0.59
0.69,-1.37,1.18,1.93
0.59,-0.69,2.74,2.89
0.1,0.29,0,0.31
0.78,-0.98,2.06,2.41
0.39,0.1,1.57,1.62
-0.2,-0.69,-0.39,0.81
0.1,-0.49,2.25,2.31
0.2,-0.39,0.49,0.66
0.59,-1.57,1.57,2.29
0.49,0.39,1.08,1.25
0.2,-0.78,1.08,1.35
0.29,-0.49,0.98,1.13
0.29,-0.39,1.27,1.36
0.49,-0.39,0.78,1
0,0.1,0.88,0.89
0.49,-0.59,0.69,1.03
0.59,-0.88,0.88,1.38
0.39,0,0.39,0.55
0.2,-0.29,0.88,0.95
0.2,0,0.2,0.28
-0.2,-1.08,0.88,1.41
0.29,-0.69,0.98,1.23
0.2,-0.69,1.67,1.81
0,0.29,0.39,0.49
0.39,-0.49,0.39,0.74
0,-0.49,1.47,1.55
0.2,0,0.49,0.53
0,-0.29,1.47,1.5
0,0,0.39,0.39
0.29,-1.08,1.08,1.55
0.2,-0.29,1.08,1.13
0.39,-0.29,0.88,1.01
0.1,-0.39,1.08,1.15
0.29,-0.59,0.49,0.82
0.1,-1.08,1.08,1.53
0.2,0,0.29,0.35
0.1,-0.49,1.37,1.46
0.1,0,0.2,0.22
0.39,-0.49,0.59,0.86
0.2,-0.29,0.69,0.77
0.2,-0.2,0.59,0.65
0,-0.59,0.39,0.71
0.39,-0.49,0.69,0.93
0,-0.78,0.29,0.84
0.2,0,0.88,0.9
0.29,-0.69,0.39,0.84
0,0,0,0
0.1,-0.29,0.59,0.66
0.2,-0.69,0.39,0.81
0,-0.29,0.1,0.31
0,-0.39,0.49,0.63
0,-0.59,0.49,0.77
0,-0.2,0.2,0.28
0.1,-0.29,0.29,0.43
0.29,-0.49,0.39,0.69
0,-0.59,0,0.59
0,-0.49,0,0.49
0.1,-0.29,0.2,0.37
0.1,-0.2,-0.29,0.37
0,-0.39,-0.39,0.55
0,0,0,0
-0.2,-0.29,0,0.35
-0.29,0,-0.39,0.49
-0.2,-0.78,-0.39,0.9
0,-0.2,-0.29,0.35
-0.29,-0.39,-0.78,0.92
-0.2,-0.29,-0.69,0.77
0,-0.49,0,0.49
0,-0.2,-0.59,0.62
-0.2,-0.39,0,0.44
0,-0.39,-0.39,0.55
-0.2,-0.39,-0.39,0.59
-0.29,-0.78,-0.29,0.89
-0.2,-0.39,-0.49,0.66
-0.29,-0.39,-0.59,0.77
0,-0.29,-0.29,0.42
0,-0.2,0,0.2
-0.29,-0.69,0,0.75
-0.2,-0.39,-0.29,0.53
-0.2,-0.39,-0.39,0.59
-0.39,-0.49,0,0.63
0,0,-0.39,0.39
0,-0.59,-0.69,0.9
-0.2,-0.29,0,0.35
-0.39,-0.69,0,0.79
-0.2,-0.49,-0.49,0.72
-0.39,-0.78,-0.29,0.92
-0.2,-0.39,0,0.44
0,-0.49,-0.29,0.57
0,-0.39,0.2,0.44
-0.29,-0.49,-0.39,0.69
-0.49,-0.49,0,0.69
-0.2,-0.59,0,0.62
-0.39,-0.88,0.1,0.97
-0.39,-0.59,0,0.71
-0.39,-0.78,0,0.88
-0.49,-0.78,0,0.92
-0.29,-0.69,0,0.75
-0.29,-0.39,0,0.49
-0.29,-0.49,0,0.57
-0.49,-0.59,-0.69,1.03
0,-0.59,-0.39,0.71
-0.39,-0.59,0,0.71
-0.39,-0.39,0,0.55
-0.39,-0.49,0,0.63
-0.29,-0.49,0,0.57
0,-0.78,0,0.78
-0.39,-0.69,-0.2,0.81
-0.39,-0.29,0,0.49
-0.39,-0.49,0,0.63
-0.39,-0.39,0,0.55
-0.59,-0.59,-0.39,0.92
-0.29,-0.69,0,0.75
-0.39,-0.29,0,0.49
-0.69,-0.78,0,1.04
-0.59,-0.59,0,0.83
-0.49,-0.29,0,0.57
-0.39,-0.59,0,0.71
-0.49,-0.29,0.1,0.58
-0.39,-0.49,-0.39,0.74
-0.39,-0.59,0,0.71
-0.29,-0.59,0,0.66
-0.78,-0.59,0,0.98
-0.69,-0.49,0,0.84
-0.39,-0.69,0,0.79
-0.39,-0.49,0,0.63
-0.39,-0.69,0,0.79
-0.69,-0.49,0,0.84
-0.88,-0.29,0.1,0.93
-0.39,-0.2,0,0.44
-0.59,-0.49,0,0.77
-0.59,-0.59,0,0.83
-0.59,-0.59,-0.39,0.92
-0.69,-0.59,0.29,0.95
-0.49,-0.29,0,0.57
-0.78,-0.29,0,0.84
-0.39,-0.59,0,0.71
-0.59,-0.2,0,0.62
-0.59,0,0,0.59
-0.59,-0.69,0,0.9
-0.49,-0.39,0,0.63
-0.69,-0.29,0,0.75
-0.49,-0.29,0,0.57
-0.59,-0.2,0,0.62
-0.39,-0.2,-0.2,0.48
-0.49,-0.2,0,0.53
-0.39,-0.49,0,0.63
-0.49,-0.69,-0.29,0.89
-0.29,-0.29,0,0.42
-0.59,-0.39,0,0.71
-0.59,-0.2,0.2,0.65
-0.69,-0.29,0,0.75
-0.59,-0.49,0.2,0.79
-0.49,-0.39,0.1,0.63
-0.59,-0.39,0,0.71
-0.59,0,0.29,0.66
-0.69,-0.49,0.39,0.93
-0.39,-0.69,0,0.79
-0.78,-0.29,0.1,0.84
-0.78,-0.39,0,0.88
-0.69,0,0,0.69
-0.39,-0.49,0.1,0.63
-0.29,-0.59,0.29,0.72
-0.69,-0.49,0.2,0.87
-0.59,-0.49,0,0.77
-0.49,-0.49,0.59,0.91
-0.59,-0.39,0.1,0.71
-0.59,-0.39,0.39,0.81
-0.49,-0.69,0.39,0.93
-0.88,-0.39,0.1,0.97
-0.59,-0.39,0.29,0.77
-0.39,-0.39,0.39,0.68
-0.78,-0.49,0.1,0.93
-0.49,-0.39,0.2,0.66
-0.49,-0.49,0.2,0.72
-0.69,-0.39,0,0.79
-0.49,-0.39,0.29,0.69
-0.78,-0.39,0.29,0.92
-0.69,-0.29,0,0.75
-0.59,0,0,0.59
-0.49,-0.39,0.1,0.63
-0.59,-0.29,0.2,0.69
-0.69,-0.49,0.1,0.85
-0.69,-0.59,0,0.9
-0.59,-0.2,0,0.62
-0.78,-0.39,0,0.88
-0.59,-0.39,0.2,0.73
-0.59,0,0,0.59
-0.69,-0.2,0.2,0.74
-0.69,0,0,0.69
-0.78,0,0,0.78
-0.78,-0.2,0,0.81
-0.78,-0.39,0.1,0.88
-0.69,-0.39,0,0.79
-0.39,-0.39,0.2,0.59
-0.59,-0.2,0.1,0.63
-0.69,-0.39,0.2,0.81
-0.59,-0.29,0.2,0.69
-0.78,0,0.2,0.81
-0.98,-0.29,0,1.02
-0.59,-0.29,0,0.66
-0.39,-0.29,0.29,0.57
-0.69,-0.39,0,0.79
-0.59,-0.29,0.1,0.66
-0.78,-0.69,0,1.04
-0.78,-0.2,0.39,0.9
-0.69,-0.29,0,0.75
-0.39,-0.29,0,0.49
-0.78,-0.49,0,0.92
-0.69,-0.59,0,0.9
-0.69,-0.39,0,0.79
-0.49,-0.59,0,0.77
-0.88,-0.29,0,0.93
-0.39,-0.29,0,0.49
-0.49,-0.69,-0.39,0.93
-0.59,-0.39,0,0.71
-0.78,-0.49,0,0.92
-0.59,-0.29,0,0.66
-0.59,-0.59,0,0.83
-0.69,-0.49,-0.29,0.89
-0.78,0,0,0.78
-0.49,-0.2,0,0.53
-0.69,-0.39,-0.29,0.84
-0.69,0,-0.69,0.97
-0.49,0,-0.39,0.63
-0.69,0,-0.69,0.97
-0.59,0,-0.78,0.98
-0.69,-0.29,0,0.75
-0.88,0,-0.59,1.06
-0.69,-0.39,-0.39,0.88
-0.69,-0.39,-0.29,0.84
-0.78,-0.2,-0.49,0.94
-0.78,-0.49,-0.29,0.97
-0.69,0,-0.39,0.79
-0.69,0,-0.59,0.9
-0.69,-0.29,-0.59,0.95
-0.78,-0.39,-0.59,1.06
-0.59,-0.39,-0.39,0.81
-0.39,-0.59,-0.39,0.81
-0.78,-0.39,-0.59,1.06
-0.59,-0.39,-0.49,0.86
-0.39,-0.39,-0.59,0.81
-0.59,0,-0.39,0.71
-0.59,-0.29,-0.59,0.88
-0.59,-0.2,-0.39,0.73
-1.08,-0.39,-0.59,1.29
-0.78,-0.1,-0.59,0.98
-0.39,-0.39,-0.2,0.59
-0.49,-0.29,-0.59,0.82
-0.49,-0.39,-0.49,0.8
-0.59,-0.49,-0.39,0.86
-0.39,-0.39,-0.39,0.68
-0.49,-0.39,-0.39,0.74
-0.39,-0.39,0,0.55
-0.49,-0.69,-0.59,1.03
-0.49,0,-0.39,0.63
-0.49,-0.39,-0.39,0.74
-0.49,-0.59,-0.69,1.03
-0.49,-0.29,-0.69,0.89
-0.69,-0.59,-0.49,1.03
-0.29,-0.59,-0.39,0.77
-0.78,-0.59,-0.39,1.06
0,-0.59,-0.78,0.98
-0.2,-0.49,-0.59,0.79
-0.39,-0.49,-0.39,0.74
-0.49,-0.39,-0.59,0.86
-0.29,-0.39,-0.69,0.84
-0.2,-0.49,-0.59,0.79
-0.49,-0.1,-0.59,0.77
-0.59,-0.59,-0.69,1.08
-0.39,-0.59,-0.39,0.81
-0.2,-0.69,-0.49,0.87
-0.29,-0.39,-0.69,0.84
-0.49,-0.39,-0.49,0.8
0,0,-0.49,0.49
-0.49,-0.39,-0.49,0.8
0,0,-0.98,0.98
0,-0.78,-0.39,0.88
-0.49,-0.49,-0.69,0.97
-0.2,-0.49,-0.69,0.87
0,-0.49,-0.69,0.84
0,-0.2,-0.69,0.71
-0.2,-0.49,-0.98,1.11
0,-0.49,-0.69,0.84
-0.39,-0.39,-0.69,0.88
-0.2,-0.29,-0.49,0.6
0,-0.39,-0.49,0.63
-0.29,-0.69,-0.49,0.89
0,-0.39,-0.69,0.79
-0.2,-0.2,-1.18,1.21
0,-0.49,-0.78,0.92
0,-0.39,-0.78,0.88
0,-0.29,-0.78,0.84
-0.29,-0.78,-0.78,1.15
0.1,-0.39,-0.49,0.63
0,-0.69,-0.49,0.84
0,-0.39,-0.59,0.71
0,-0.49,-0.69,0.84
0.2,-0.49,-0.59,0.79
0,-0.39,-0.69,0.79
0.2,-0.49,-0.88,1.03
0.1,-0.49,-0.59,0.77
0.1,-0.69,-0.78,1.05
0.39,-0.49,-0.29,0.69
0.1,-0.49,-0.39,0.63
0.1,-0.39,-0.49,0.63
0.1,-0.69,-0.49,0.85
0.1,-0.29,-0.49,0.58
0.29,-0.69,-0.69,1.01
0.2,-0.49,-0.39,0.66
0.29,-0.49,-0.49,0.75
0.39,-0.39,-0.69,0.88
0.29,-0.59,-0.69,0.95
0.29,-0.39,-0.39,0.63
0.2,-0.59,-0.78,1
0.29,0,-0.59,0.66
0.49,-0.49,-0.69,0.97
0.49,-0.2,-0.59,0.79
0.59,-0.69,-0.59,1.08
0.59,-0.29,-0.69,0.95
0.69,-0.49,-0.59,1.03
0.69,-0.59,-0.69,1.13
0.69,-0.29,-0.69,1.01
0.49,-0.49,-0.59,0.91
0.78,-0.69,-0.59,1.2
0.59,-0.29,-0.78,1.02
0.69,-0.49,-0.88,1.22
0.78,-0.29,-0.98,1.29
0.78,-0.39,-0.78,1.18
0.88,-0.29,-0.59,1.1
0.69,-0.39,-0.88,1.18
0.98,-0.2,-0.69,1.21
0.98,-0.29,-0.29,1.06
0.98,-0.29,-0.59,1.18
1.08,-0.49,-0.69,1.37
1.27,-0.29,-0.78,1.52
1.27,-0.29,-0.39,1.36
0.98,-0.59,-0.78,1.39
1.27,-0.49,-0.59,1.49
1.18,0,-0.49,1.27
1.27,-0.39,-0.39,1.39
1.18,0,-0.49,1.27
1.37,-0.49,-0.69,1.61
1.37,-0.29,-0.29,1.43
1.37,-0.29,-0.98,1.71
1.37,-0.49,-0.59,1.57
1.67,-0.49,-0.69,1.87
1.47,-0.39,-0.69,1.67
1.37,0,-0.78,1.58
1.76,-0.39,-0.59,1.9
1.67,-0.49,-0.78,1.9
1.67,-0.49,-0.59,1.83
1.57,0,-0.78,1.75
1.76,-0.59,-0.59,1.95
1.67,0,-0.39,1.71
1.47,-0.49,-0.39,1.6
98.26,-2.55,-101.3,141.15
25.57,66.32,-13.13,72.28
-13.81,28.12,-21.26,37.86
26.06,-24.98,-32.43,48.52
-47.02,13.03,-12.83,50.46
3.43,-1.57,-0.49,3.8
2.16,9.8,96.11,96.63
32.33,-53.69,35.76,72.15
4.6,0.98,-4.02,6.19
0.69,-3.62,-4.9,6.13
-1.47,-3.13,-4.51,5.68
-2.84,5.39,-4.51,7.58
1.57,4.9,-5.98,7.88
1.08,-4.41,-4.21,6.19
-1.08,-0.78,-1.47,1.98
-1.86,0.49,0.69,2.04
-0.29,-0.59,-1.27,1.43
2.94,-1.76,-1.47,3.73
-1.76,-0.59,-0.39,1.9
-1.18,1.08,1.27,2.04
1.76,-0.78,-0.69,2.05
-1.18,-0.49,0.1,1.28
-1.37,0.29,0.29,1.43
1.47,0.29,-1.76,2.31
1.76,-2.45,-2.45,3.89
-0.69,-0.78,-1.96,2.22
-0.49,1.27,2.55,2.89
0.69,0,1.47,1.62
-1.27,0.1,-0.69,1.45
-3.33,-4.02,-3.33,6.19
0.59,-6.76,-4.41,8.09
-3.62,6.27,-5.78,9.27
0.69,0.49,0.59,1.03
2.55,0.39,0,2.58
2.84,-0.59,-1.18,3.13
-0.98,-0.98,-1.18,1.82
2.35,-0.78,0,2.48
0.78,-0.2,0.49,0.94
-3.13,2.25,4.21,5.71
-0.39,-3.33,-2.35,4.1
0.69,0,0.39,0.79
0.98,0,-0.78,1.25
2.16,-1.27,-1.37,2.85
-2.55,-0.39,-1.08,2.79
0.88,6.66,120.6,120.78
-18.52,-32.52,60.25,70.93
-4.11,15.87,-18.42,24.66
-1.37,-5.88,-10.68,12.27
-6.27,7.45,-6.76,11.85
-8.23,5.49,-5.49,11.31
0.49,-1.86,-0.98,2.16
-0.69,-0.78,2.84,3.03
0.98,-2.06,0,2.28
-0.29,-0.49,0,0.57
4.31,-3.04,0.2,5.28
-0.59,-0.2,0.49,0.79
-1.57,-1.18,0.39,2
-2.45,-6.27,0,6.73
0.69,-2.74,0.88,2.96
-0.88,0.78,-1.76,2.12
2.06,1.76,1.96,3.34
0.88,-0.49,-0.49,1.12
-0.88,0,0.78,1.18
1.08,0,1.86,2.15
0.2,-1.18,0,1.19
-0.59,-0.78,0,0.98
-0.49,0.1,0,0.5
-0.69,-0.98,1.08,1.61
1.27,-0.78,-0.69,1.65
0.59,-0.39,1.37,1.54
0.49,0,0.29,0.57
